index,category_name,question,answer
1518,last_letter,new opportunities emerging daily,y
1519,last_letter,umbrella protecting from rain,n
1520,last_letter,treasures hidden beneath sand,d
1521,last_letter,excited children opening presents,s
1522,last_letter,quiet moments of reflection,n
1523,last_letter,brave heroes saving day,y
1524,last_letter,simple pleasures of life,e
1525,last_letter,ancient trees standing tall,l
1526,last_letter,rivers flowing to sea,a
1527,last_letter,delicious food on table,e
1528,last_letter,warm sunshine on face,e
1529,last_letter,loving family together always,s
1530,last_letter,peaceful garden with flowers,s
1531,last_letter,magnificent view from mountain,n
1532,last_letter,creative ideas flowing freely,y
1533,last_letter,vibrant colors everywhere around,d
1534,last_letter,old stories being retold,d
1535,last_letter,graceful dancers on stage,e
1536,last_letter,fearless explorers finding treasure,e
1537,last_letter,interesting books on shelf,f
1538,last_letter,knowledge gained through reading,g
1539,last_letter,huge waves crashing ashore,e
1540,last_letter,xerox machine making copies,s
1541,last_letter,zealous students studying hard,d
1542,last_letter,natural beauty surrounds us,s
1543,last_letter,unique experiences shape us,s
1544,last_letter,joyous occasions bring happiness,s
1545,last_letter,traveling to distant lands,s
1546,last_letter,eating fresh strawberries daily,y
1547,last_letter,building sandcastles at beach,h
1548,last_letter,reading novels by fireplace,e
1549,last_letter,admiring beautiful sunset views,s
1550,last_letter,questioning everything around us,s
1551,last_letter,writing stories late night,t
1552,last_letter,studying mathematics very carefully,y
1553,last_letter,learning new languages quickly,y
1554,last_letter,drawing pictures with crayons,s
1555,last_letter,playing guitar on weekends,s
1556,last_letter,visiting museums and galleries,s
1557,last_letter,making friends wherever going,g
1558,last_letter,collecting stamps from countries,s
1559,last_letter,organizing special birthday parties,s
1560,last_letter,finding treasures in attic,c
1561,last_letter,growing vegetables in garden,n
1562,last_letter,keeping diaries of adventures,s
1563,last_letter,jumping rope with children,n
1564,last_letter,helping neighbors with tasks,s
1565,last_letter,inventing clever new solutions,s
1566,last_letter,xeroxing important documents carefully,y
1567,last_letter,zipping through busy streets,s
1568,last_letter,negotiating deals with partners,s
1569,last_letter,understanding complex mathematical concepts,s
1570,last_letter,joining clubs at university,y
1571,last_letter,yelling across the field,d
1572,last_letter,teaching children important lessons,s
1573,last_letter,exploring deep ocean depths,s
1574,last_letter,questioning authority respectfully always,s
1575,last_letter,brilliant minds thinking alike,e
1576,last_letter,racing against time limits,s
1577,last_letter,achieving goals through effort,t
1578,last_letter,dreaming big every day,y
1579,last_letter,winning competitions with skill,l
1580,last_letter,singing songs from heart,t
1581,last_letter,loving nature and wildlife,e
1582,last_letter,performing magic tricks successfully,y
1583,last_letter,caring for elderly neighbors,s
1584,last_letter,volunteering at local shelter,r
1585,last_letter,mysterious shadows moving slowly,y
1586,last_letter,powerful engine roaring loudly,y
1587,last_letter,colorful butterflies flying gracefully,y
1588,last_letter,golden sunrise breaking dawn,n
1589,last_letter,frozen lake covered completely,y
1590,last_letter,towering mountains reaching skyward,d
1591,last_letter,sparkling diamonds shining bright,t
1592,last_letter,peaceful meadow stretching endlessly,y
1593,last_letter,rushing river flowing fast,t
1594,last_letter,brilliant stars twinkling above,e
1595,last_letter,gentle rain falling softly,y
1596,last_letter,heavy snow blanketing ground,d
1597,last_letter,warm breeze blowing gently,y
1598,last_letter,loud thunder rumbling overhead,d
1599,last_letter,bright lightning striking suddenly,y
1600,last_letter,thick fog rolling inland,d
1601,last_letter,clear sky stretching forever,r
1602,last_letter,dark clouds gathering quickly,y
1603,last_letter,white sand sparkling beautifully,y
1604,last_letter,deep ocean hiding secrets,s
1605,last_letter,tall grass swaying rhythmically,y
1606,last_letter,wild horses running free,e
1607,last_letter,small birds chirping happily,y
1608,last_letter,big bears catching fish,h
1609,last_letter,clever foxes hunting prey,y
1610,last_letter,wise owls watching silently,y
1611,last_letter,playful dolphins jumping high,h
1612,last_letter,majestic eagles soaring overhead,d
1613,last_letter,colorful parrots talking loudly,y
1614,last_letter,tiny insects buzzing around,d
1615,last_letter,slithering snakes moving quietly,y
1616,last_letter,hopping rabbits eating carrots,s
1617,last_letter,swimming turtles moving slowly,y
1618,last_letter,climbing monkeys swinging branches,s
1619,last_letter,roaring lions hunting tonight,t
1620,last_letter,striped zebras grazing peacefully,y
1621,last_letter,spotted leopards stalking silently,y
1622,last_letter,giant elephants walking majestically,y
1623,last_letter,graceful deer leaping bounds,s
1624,last_letter,mighty whales swimming deep,p
1625,last_letter,flying bats hunting insects,s
1626,last_letter,crawling ants working together,r
1627,last_letter,buzzing bees making honey,y
1628,last_letter,spinning spiders weaving webs,s
1629,last_letter,jumping frogs catching flies,s
1630,last_letter,sliding penguins on ice,e
1631,last_letter,waddling ducks crossing road,d
1632,last_letter,pecking chickens finding food,d
1633,last_letter,crowing roosters greeting morning,g
1634,last_letter,bleating sheep in field,d
1635,last_letter,mooing cows giving milk,k
1636,last_letter,neighing horses pulling carts,s
1637,last_letter,barking dogs guarding homes,s
1638,last_letter,meowing cats chasing mice,e
1639,last_letter,purring kittens sleeping soundly,y
1640,last_letter,squeaking hamsters running wheels,s
1641,last_letter,chirping crickets at night,t
1642,last_letter,croaking frogs by pond,d
1643,last_letter,howling wolves under moon,n
1644,last_letter,screeching monkeys in jungle,e
1645,last_letter,trumpeting elephants warning herd,d
1646,last_letter,hissing snakes defending territory,y
1647,last_letter,growling bears protecting cubs,s
1648,last_letter,squealing pigs eating food,d
1649,last_letter,gobbling turkeys strutting proudly,y
1650,last_letter,quacking ducks swimming pond,d
1651,last_letter,honking geese flying south,h
1652,last_letter,cooing pigeons on rooftop,p
1653,last_letter,singing canaries in cage,e
1654,last_letter,talking parrots repeating words,s
1655,last_letter,flapping wings taking flight,t
1656,last_letter,nesting birds building homes,s
1657,last_letter,hatching eggs revealing chicks,s
1658,last_letter,feeding babies opening mouths,s
1659,last_letter,hunting predators stalking carefully,y
1660,last_letter,escaping prey running frantically,y
1661,last_letter,hiding animals staying still,l
1662,last_letter,sleeping creatures resting peacefully,y
1663,last_letter,waking animals greeting day,y
1664,last_letter,stretching muscles after sleep,p
1665,last_letter,yawning mouths showing tired,d
1666,last_letter,blinking eyes adjusting light,t
1667,last_letter,breathing air filling lungs,s
1668,last_letter,beating hearts pumping blood,d
1669,last_letter,thinking minds solving problems,s
1670,last_letter,feeling emotions deeply inside,e
1671,last_letter,remembering moments from past,t
1672,last_letter,forgetting details over time,e
1673,last_letter,learning lessons through experience,e
1674,last_letter,teaching others valuable skills,s
1675,last_letter,sharing knowledge with everyone,e
1676,last_letter,discovering truths about life,e
1677,last_letter,questioning assumptions we hold,d
1678,last_letter,believing strongly in values,s
1679,last_letter,doubting everything we know,w
1680,last_letter,hoping for better tomorrow,w
1681,last_letter,wishing upon shooting stars,s
1682,last_letter,dreaming vividly at night,t
1683,last_letter,imagining possibilities ahead,d
1684,last_letter,creating art from nothing,g
1685,translate_eng_sp,hello,hola
1686,translate_eng_sp,goodbye,adiós
1687,translate_eng_sp,thank you,gracias
1688,translate_eng_sp,please,por favor
1689,translate_eng_sp,yes,sí
1690,translate_eng_sp,water,agua
1691,translate_eng_sp,house,casa
1692,translate_eng_sp,cat,gato
1693,translate_eng_sp,dog,perro
1694,translate_eng_sp,good morning,buenos días
1695,translate_eng_sp,good evening,buenas tardes
1696,translate_eng_sp,good night,buenas noches
1697,translate_eng_sp,how are you,cómo estás
1698,translate_eng_sp,I love you,te quiero
1699,translate_eng_sp,friend,amigo
1700,translate_eng_sp,family,familia
1701,translate_eng_sp,food,comida
1702,translate_eng_sp,book,libro
1703,translate_eng_sp,car,coche
1704,translate_eng_sp,tree,árbol
1705,translate_eng_sp,flower,flor
1706,translate_eng_sp,sun,sol
1707,translate_eng_sp,moon,luna
1708,translate_eng_sp,star,estrella
1709,translate_eng_sp,bread,pan
1710,translate_eng_sp,cheese,queso
1711,translate_eng_sp,wine,vino
1712,translate_eng_sp,tea,té
1713,translate_eng_sp,milk,leche
1714,translate_eng_sp,sugar,azúcar
1715,translate_eng_sp,salt,sal
1716,translate_eng_sp,pepper,pimienta
1717,translate_eng_sp,table,mesa
1718,translate_eng_sp,chair,silla
1719,translate_eng_sp,door,puerta
1720,translate_eng_sp,window,ventana
1721,translate_eng_sp,street,calle
1722,translate_eng_sp,city,ciudad
1723,translate_eng_sp,country,país
1724,translate_eng_sp,world,mundo
1725,translate_eng_sp,time,tiempo
1726,translate_eng_sp,day,día
1727,translate_eng_sp,night,noche
1728,translate_eng_sp,week,semana
1729,translate_eng_sp,month,mes
1730,translate_eng_sp,year,año
1731,translate_eng_sp,today,hoy
1732,translate_eng_sp,tomorrow,mañana
1733,translate_eng_sp,yesterday,ayer
1734,translate_eng_sp,child,niño
1735,translate_eng_sp,school,escuela
1736,translate_eng_sp,student,estudiante
1737,translate_eng_sp,teacher,profesor
1738,translate_eng_sp,apple,manzana
1739,translate_eng_sp,orange,naranja
1740,translate_eng_sp,fish,pez
1741,translate_eng_sp,bird,pájaro
1742,translate_eng_sp,horse,caballo
1743,translate_eng_sp,letter,carta
1744,translate_eng_sp,word,palabra
1745,translate_eng_sp,sentence,frase
1746,translate_eng_sp,page,página
1747,translate_eng_sp,music,música
1748,translate_eng_sp,song,canción
1749,translate_eng_sp,dance,baile
1750,translate_eng_sp,game,juego
1751,translate_eng_sp,sport,deporte
1752,translate_eng_sp,ball,pelota
1753,translate_eng_sp,hand,mano
1754,translate_eng_sp,foot,pie
1755,translate_eng_sp,head,cabeza
1756,translate_eng_sp,eye,ojo
1757,translate_eng_sp,ear,oreja
1758,translate_eng_sp,nose,nariz
1759,translate_eng_sp,mouth,boca
1760,translate_eng_sp,heart,corazón
1761,translate_eng_sp,brain,cerebro
1762,translate_eng_sp,body,cuerpo
1763,translate_eng_sp,red,rojo
1764,translate_eng_sp,blue,azul
1765,translate_eng_sp,green,verde
1766,translate_eng_sp,yellow,amarillo
1767,translate_eng_sp,black,negro
1768,translate_eng_sp,white,blanco
1769,translate_eng_sp,purple,morado
1770,translate_eng_sp,pink,rosa
1771,translate_eng_sp,gray,gris
1772,translate_eng_sp,brown,marrón
1773,translate_eng_sp,big,grande
1774,translate_eng_sp,small,pequeño
1775,translate_eng_sp,hot,caliente
1776,translate_eng_sp,cold,frío
1777,translate_eng_sp,new,nuevo
1778,translate_eng_sp,old,viejo
1779,translate_eng_sp,good,bueno
1780,translate_eng_sp,bad,malo
1781,translate_eng_sp,happy,feliz
1782,translate_eng_sp,sad,triste
1783,translate_eng_sp,fast,rápido
1784,translate_eng_sp,slow,lento
1785,translate_eng_sp,strong,fuerte
1786,translate_eng_sp,weak,débil
1787,translate_eng_sp,beautiful,hermoso
1788,translate_eng_sp,ugly,feo
1789,translate_eng_sp,young,joven
1790,translate_eng_sp,rich,rico
1791,translate_eng_sp,poor,pobre
1792,translate_eng_sp,clean,limpio
1793,translate_eng_sp,dirty,sucio
1794,translate_eng_sp,easy,fácil
1795,translate_eng_sp,difficult,difícil
1796,translate_eng_sp,long,largo
1797,translate_eng_sp,short,corto
1798,translate_eng_sp,high,alto
1799,translate_eng_sp,low,bajo
1800,translate_eng_sp,wide,ancho
1801,translate_eng_sp,narrow,estrecho
1802,translate_eng_sp,heavy,pesado
1803,translate_eng_sp,light,ligero
1804,translate_eng_sp,full,lleno
1805,translate_eng_sp,empty,vacío
1806,translate_eng_sp,right,derecho
1807,translate_eng_sp,left,izquierdo
1808,translate_eng_sp,up,arriba
1809,translate_eng_sp,down,abajo
1810,translate_eng_sp,inside,dentro
1811,translate_eng_sp,outside,fuera
1812,translate_eng_sp,front,frente
1813,translate_eng_sp,back,atrás
1814,translate_eng_sp,near,cerca
1815,translate_eng_sp,far,lejos
1816,translate_eng_sp,first,primero
1817,translate_eng_sp,last,último
1818,translate_eng_sp,open,abierto
1819,translate_eng_sp,closed,cerrado
1820,translate_eng_sp,one,uno
1821,translate_eng_sp,two,dos
1822,translate_eng_sp,three,tres
1823,translate_eng_sp,four,cuatro
1824,translate_eng_sp,five,cinco
1825,translate_eng_sp,six,seis
1826,translate_eng_sp,seven,siete
1827,translate_eng_sp,eight,ocho
1828,translate_eng_sp,nine,nueve
1829,translate_eng_sp,ten,diez
1830,translate_eng_sp,hundred,cien
1831,translate_eng_sp,thousand,mil
1832,translate_eng_sp,brother,hermano
1833,translate_eng_sp,sister,hermana
1834,translate_eng_sp,father,padre
1835,translate_eng_sp,mother,madre
1836,translate_eng_sp,son,hijo
1837,translate_eng_sp,daughter,hija
1838,translate_eng_sp,husband,esposo
1839,translate_eng_sp,wife,esposa
1840,translate_eng_sp,grandfather,abuelo
1841,translate_eng_sp,grandmother,abuela
1842,translate_eng_sp,uncle,tío
1843,translate_eng_sp,aunt,tía
1844,translate_eng_sp,cousin,primo
1845,translate_eng_sp,king,rey
1846,translate_eng_sp,queen,reina
1847,translate_eng_sp,prince,príncipe
1848,translate_eng_sp,princess,princesa
1849,translate_eng_sp,man,hombre
1850,translate_eng_sp,woman,mujer
1851,translate_eng_sp,girl,niña
1852,translate_eng_sp,baby,bebé
1853,translate_eng_sp,doctor,médico
1854,translate_eng_sp,nurse,enfermera
1855,translate_eng_sp,lawyer,abogado
1856,translate_eng_sp,police,policía
1857,translate_eng_sp,soldier,soldado
1858,translate_eng_sp,farmer,granjero
1859,translate_eng_sp,worker,trabajador
1860,translate_eng_sp,artist,artista
1861,translate_eng_sp,musician,músico
1862,translate_eng_sp,singer,cantante
