input,output,category_name,operations
madre,e,reverse_first,reverse+first_letter
main,n,reverse_first,reverse+first_letter
maison,n,reverse_first,reverse+first_letter
make,e,reverse_first,reverse+first_letter
malo,o,reverse_first,reverse+first_letter
man,n,reverse_first,reverse+first_letter
manage,e,reverse_first,reverse+first_letter
manager,r,reverse_first,reverse+first_letter
mano,o,reverse_first,reverse+first_letter
manzana,a,reverse_first,reverse+first_letter
mari,i,reverse_first,reverse+first_letter
marron,n,reverse_first,reverse+first_letter
marrón,n,reverse_first,reverse+first_letter
mauvais,s,reverse_first,reverse+first_letter
mañana,a,reverse_first,reverse+first_letter
meditate,e,reverse_first,reverse+first_letter
medium,m,reverse_first,reverse+first_letter
meet,t,reverse_first,reverse+first_letter
merci,i,reverse_first,reverse+first_letter
mes,s,reverse_first,reverse+first_letter
mesa,a,reverse_first,reverse+first_letter
mil,l,reverse_first,reverse+first_letter
milk,k,reverse_first,reverse+first_letter
mille,e,reverse_first,reverse+first_letter
mois,s,reverse_first,reverse+first_letter
monde,e,reverse_first,reverse+first_letter
month,h,reverse_first,reverse+first_letter
moon,n,reverse_first,reverse+first_letter
morado,o,reverse_first,reverse+first_letter
mosquito,o,reverse_first,reverse+first_letter
mot,t,reverse_first,reverse+first_letter
mother,r,reverse_first,reverse+first_letter
motivate,e,reverse_first,reverse+first_letter
mouse,e,reverse_first,reverse+first_letter
mouth,h,reverse_first,reverse+first_letter
move,e,reverse_first,reverse+first_letter
mujer,r,reverse_first,reverse+first_letter
mundo,o,reverse_first,reverse+first_letter
muscle,e,reverse_first,reverse+first_letter
music,c,reverse_first,reverse+first_letter
musician,n,reverse_first,reverse+first_letter
musicien,n,reverse_first,reverse+first_letter
musique,e,reverse_first,reverse+first_letter
mère,e,reverse_first,reverse+first_letter
médecin,n,reverse_first,reverse+first_letter
médico,o,reverse_first,reverse+first_letter
música,a,reverse_first,reverse+first_letter
músico,o,reverse_first,reverse+first_letter
naranja,a,reverse_first,reverse+first_letter
nariz,z,reverse_first,reverse+first_letter
narrow,w,reverse_first,reverse+first_letter
navigate,e,reverse_first,reverse+first_letter
near,r,reverse_first,reverse+first_letter
negotiate,e,reverse_first,reverse+first_letter
negro,o,reverse_first,reverse+first_letter
nerve,e,reverse_first,reverse+first_letter
neuf,f,reverse_first,reverse+first_letter
new,w,reverse_first,reverse+first_letter
nez,z,reverse_first,reverse+first_letter
night,t,reverse_first,reverse+first_letter
nine,e,reverse_first,reverse+first_letter
niña,a,reverse_first,reverse+first_letter
niño,o,reverse_first,reverse+first_letter
no,o,reverse_first,reverse+first_letter
noche,e,reverse_first,reverse+first_letter
noir,r,reverse_first,reverse+first_letter
non,n,reverse_first,reverse+first_letter
nose,e,reverse_first,reverse+first_letter
notice,e,reverse_first,reverse+first_letter
nourriture,e,reverse_first,reverse+first_letter
nouveau,u,reverse_first,reverse+first_letter
nueve,e,reverse_first,reverse+first_letter
nuevo,o,reverse_first,reverse+first_letter
nuit,t,reverse_first,reverse+first_letter
nurse,e,reverse_first,reverse+first_letter
oasis,s,reverse_first,reverse+first_letter
ocho,o,reverse_first,reverse+first_letter
officer,r,reverse_first,reverse+first_letter
oiseau,u,reverse_first,reverse+first_letter
ojo,o,reverse_first,reverse+first_letter
old,d,reverse_first,reverse+first_letter
oncle,e,reverse_first,reverse+first_letter
one,e,reverse_first,reverse+first_letter
open,n,reverse_first,reverse+first_letter
operate,e,reverse_first,reverse+first_letter
orange,e,reverse_first,reverse+first_letter
oreille,e,reverse_first,reverse+first_letter
oreja,a,reverse_first,reverse+first_letter
organize,e,reverse_first,reverse+first_letter
oui,i,reverse_first,reverse+first_letter
outside,e,reverse_first,reverse+first_letter
ouvert,t,reverse_first,reverse+first_letter
ouvrier,r,reverse_first,reverse+first_letter
ox,x,reverse_first,reverse+first_letter
padre,e,reverse_first,reverse+first_letter
page,e,reverse_first,reverse+first_letter
pain,n,reverse_first,reverse+first_letter
paint,t,reverse_first,reverse+first_letter
painter,r,reverse_first,reverse+first_letter
palabra,a,reverse_first,reverse+first_letter
pan,n,reverse_first,reverse+first_letter
paper,r,reverse_first,reverse+first_letter
parenthesis,s,reverse_first,reverse+first_letter
participate,e,reverse_first,reverse+first_letter
party,y,reverse_first,reverse+first_letter
pauvre,e,reverse_first,reverse+first_letter
pays,s,reverse_first,reverse+first_letter
país,s,reverse_first,reverse+first_letter
pelota,a,reverse_first,reverse+first_letter
pen,n,reverse_first,reverse+first_letter
pencil,l,reverse_first,reverse+first_letter
penetrate,e,reverse_first,reverse+first_letter
pepper,r,reverse_first,reverse+first_letter
pequeño,o,reverse_first,reverse+first_letter
perro,o,reverse_first,reverse+first_letter
person,n,reverse_first,reverse+first_letter
pesado,o,reverse_first,reverse+first_letter
petit,t,reverse_first,reverse+first_letter
pez,z,reverse_first,reverse+first_letter
phenomenon,n,reverse_first,reverse+first_letter
phone,e,reverse_first,reverse+first_letter
photo,o,reverse_first,reverse+first_letter
phrase,e,reverse_first,reverse+first_letter
piano,o,reverse_first,reverse+first_letter
pie,e,reverse_first,reverse+first_letter
pied,d,reverse_first,reverse+first_letter
pilot,t,reverse_first,reverse+first_letter
pimienta,a,reverse_first,reverse+first_letter
pink,k,reverse_first,reverse+first_letter
plate,e,reverse_first,reverse+first_letter
play,y,reverse_first,reverse+first_letter
player,r,reverse_first,reverse+first_letter
please,e,reverse_first,reverse+first_letter
plein,n,reverse_first,reverse+first_letter
pobre,e,reverse_first,reverse+first_letter
poisson,n,reverse_first,reverse+first_letter
poivre,e,reverse_first,reverse+first_letter
police,e,reverse_first,reverse+first_letter
policía,a,reverse_first,reverse+first_letter
pomme,e,reverse_first,reverse+first_letter
poor,r,reverse_first,reverse+first_letter
porte,e,reverse_first,reverse+first_letter
potato,o,reverse_first,reverse+first_letter
practice,e,reverse_first,reverse+first_letter
premier,r,reverse_first,reverse+first_letter
president,t,reverse_first,reverse+first_letter
primero,o,reverse_first,reverse+first_letter
primo,o,reverse_first,reverse+first_letter
prince,e,reverse_first,reverse+first_letter
princesa,a,reverse_first,reverse+first_letter
princess,s,reverse_first,reverse+first_letter
princesse,e,reverse_first,reverse+first_letter
profesor,r,reverse_first,reverse+first_letter
professeur,r,reverse_first,reverse+first_letter
promise,e,reverse_first,reverse+first_letter
proof,f,reverse_first,reverse+first_letter
propre,e,reverse_first,reverse+first_letter
près,s,reverse_first,reverse+first_letter
príncipe,e,reverse_first,reverse+first_letter
puerta,a,reverse_first,reverse+first_letter
pull,l,reverse_first,reverse+first_letter
purple,e,reverse_first,reverse+first_letter
pursue,e,reverse_first,reverse+first_letter
push,h,reverse_first,reverse+first_letter
página,a,reverse_first,reverse+first_letter
pájaro,o,reverse_first,reverse+first_letter
père,e,reverse_first,reverse+first_letter
quatre,e,reverse_first,reverse+first_letter
queen,n,reverse_first,reverse+first_letter
queso,o,reverse_first,reverse+first_letter
radiate,e,reverse_first,reverse+first_letter
radio,o,reverse_first,reverse+first_letter
rapide,e,reverse_first,reverse+first_letter
ray,y,reverse_first,reverse+first_letter
read,d,reverse_first,reverse+first_letter
realize,e,reverse_first,reverse+first_letter
receive,e,reverse_first,reverse+first_letter
recognize,e,reverse_first,reverse+first_letter
red,d,reverse_first,reverse+first_letter
reef,f,reverse_first,reverse+first_letter
reina,a,reverse_first,reverse+first_letter
reine,e,reverse_first,reverse+first_letter
relate,e,reverse_first,reverse+first_letter
relax,x,reverse_first,reverse+first_letter
repeat,t,reverse_first,reverse+first_letter
rescue,e,reverse_first,reverse+first_letter
rest,t,reverse_first,reverse+first_letter
rey,y,reverse_first,reverse+first_letter
rich,h,reverse_first,reverse+first_letter
riche,e,reverse_first,reverse+first_letter
rico,o,reverse_first,reverse+first_letter
right,t,reverse_first,reverse+first_letter
roi,i,reverse_first,reverse+first_letter
rojo,o,reverse_first,reverse+first_letter
roof,f,reverse_first,reverse+first_letter
rosa,a,reverse_first,reverse+first_letter
rose,e,reverse_first,reverse+first_letter
rotate,e,reverse_first,reverse+first_letter
rouge,e,reverse_first,reverse+first_letter
rue,e,reverse_first,reverse+first_letter
run,n,reverse_first,reverse+first_letter
runner,r,reverse_first,reverse+first_letter
rápido,o,reverse_first,reverse+first_letter
sad,d,reverse_first,reverse+first_letter
safe,e,reverse_first,reverse+first_letter
sail,l,reverse_first,reverse+first_letter
sailor,r,reverse_first,reverse+first_letter
sal,l,reverse_first,reverse+first_letter
sale,e,reverse_first,reverse+first_letter
salt,t,reverse_first,reverse+first_letter
scarf,f,reverse_first,reverse+first_letter
school,l,reverse_first,reverse+first_letter
scientist,t,reverse_first,reverse+first_letter
see,e,reverse_first,reverse+first_letter
seis,s,reverse_first,reverse+first_letter
sel,l,reverse_first,reverse+first_letter
self,f,reverse_first,reverse+first_letter
semaine,e,reverse_first,reverse+first_letter
semana,a,reverse_first,reverse+first_letter
sentence,e,reverse_first,reverse+first_letter
separate,e,reverse_first,reverse+first_letter
sept,t,reverse_first,reverse+first_letter
seven,n,reverse_first,reverse+first_letter
share,e,reverse_first,reverse+first_letter
sheep,p,reverse_first,reverse+first_letter
shelf,f,reverse_first,reverse+first_letter
short,t,reverse_first,reverse+first_letter
shout,t,reverse_first,reverse+first_letter
siete,e,reverse_first,reverse+first_letter
silla,a,reverse_first,reverse+first_letter
sing,g,reverse_first,reverse+first_letter
singer,r,reverse_first,reverse+first_letter
sister,r,reverse_first,reverse+first_letter
sit,t,reverse_first,reverse+first_letter
six,x,reverse_first,reverse+first_letter
skate,e,reverse_first,reverse+first_letter
ski,i,reverse_first,reverse+first_letter
sleep,p,reverse_first,reverse+first_letter
slow,w,reverse_first,reverse+first_letter
small,l,reverse_first,reverse+first_letter
smell,l,reverse_first,reverse+first_letter
smile,e,reverse_first,reverse+first_letter
sol,l,reverse_first,reverse+first_letter
soldado,o,reverse_first,reverse+first_letter
soldat,t,reverse_first,reverse+first_letter
soldier,r,reverse_first,reverse+first_letter
soleil,l,reverse_first,reverse+first_letter
son,n,reverse_first,reverse+first_letter
song,g,reverse_first,reverse+first_letter
spoon,n,reverse_first,reverse+first_letter
sport,t,reverse_first,reverse+first_letter
stand,d,reverse_first,reverse+first_letter
star,r,reverse_first,reverse+first_letter
start,t,reverse_first,reverse+first_letter
stimulate,e,reverse_first,reverse+first_letter
stomach,h,reverse_first,reverse+first_letter
stop,p,reverse_first,reverse+first_letter
story,y,reverse_first,reverse+first_letter
street,t,reverse_first,reverse+first_letter
stretch,h,reverse_first,reverse+first_letter
strong,g,reverse_first,reverse+first_letter
student,t,reverse_first,reverse+first_letter
studio,o,reverse_first,reverse+first_letter
study,y,reverse_first,reverse+first_letter
sucio,o,reverse_first,reverse+first_letter
sucre,e,reverse_first,reverse+first_letter
sugar,r,reverse_first,reverse+first_letter
sun,n,reverse_first,reverse+first_letter
surprise,e,reverse_first,reverse+first_letter
swim,m,reverse_first,reverse+first_letter
swimmer,r,reverse_first,reverse+first_letter
sí,í,reverse_first,reverse+first_letter
sœur,r,reverse_first,reverse+first_letter
table,e,reverse_first,reverse+first_letter
tailor,r,reverse_first,reverse+first_letter
take,e,reverse_first,reverse+first_letter
talk,k,reverse_first,reverse+first_letter
tante,e,reverse_first,reverse+first_letter
taste,e,reverse_first,reverse+first_letter
tea,a,reverse_first,reverse+first_letter
teach,h,reverse_first,reverse+first_letter
teacher,r,reverse_first,reverse+first_letter
temps,s,reverse_first,reverse+first_letter
ten,n,reverse_first,reverse+first_letter
terminate,e,reverse_first,reverse+first_letter
thesis,s,reverse_first,reverse+first_letter
thief,f,reverse_first,reverse+first_letter
think,k,reverse_first,reverse+first_letter
thousand,d,reverse_first,reverse+first_letter
three,e,reverse_first,reverse+first_letter
throw,w,reverse_first,reverse+first_letter
thé,é,reverse_first,reverse+first_letter
tiempo,o,reverse_first,reverse+first_letter
time,e,reverse_first,reverse+first_letter
today,y,reverse_first,reverse+first_letter
toe,e,reverse_first,reverse+first_letter
tolerate,e,reverse_first,reverse+first_letter
tomato,o,reverse_first,reverse+first_letter
tomorrow,w,reverse_first,reverse+first_letter
tooth,h,reverse_first,reverse+first_letter
touch,h,reverse_first,reverse+first_letter
toy,y,reverse_first,reverse+first_letter
trabajador,r,reverse_first,reverse+first_letter
translate,e,reverse_first,reverse+first_letter
travel,l,reverse_first,reverse+first_letter
treat,t,reverse_first,reverse+first_letter
tree,e,reverse_first,reverse+first_letter
tres,s,reverse_first,reverse+first_letter
triste,e,reverse_first,reverse+first_letter
trois,s,reverse_first,reverse+first_letter
two,o,reverse_first,reverse+first_letter
té,é,reverse_first,reverse+first_letter
tête,e,reverse_first,reverse+first_letter
tía,a,reverse_first,reverse+first_letter
tío,o,reverse_first,reverse+first_letter
ugly,y,reverse_first,reverse+first_letter
un,n,reverse_first,reverse+first_letter
uncle,e,reverse_first,reverse+first_letter
unite,e,reverse_first,reverse+first_letter
uno,o,reverse_first,reverse+first_letter
up,p,reverse_first,reverse+first_letter
vacío,o,reverse_first,reverse+first_letter
validate,e,reverse_first,reverse+first_letter
value,e,reverse_first,reverse+first_letter
vein,n,reverse_first,reverse+first_letter
ventana,a,reverse_first,reverse+first_letter
verde,e,reverse_first,reverse+first_letter
vert,t,reverse_first,reverse+first_letter
vibrate,e,reverse_first,reverse+first_letter
vide,e,reverse_first,reverse+first_letter
video,o,reverse_first,reverse+first_letter
viejo,o,reverse_first,reverse+first_letter
vieux,x,reverse_first,reverse+first_letter
villain,n,reverse_first,reverse+first_letter
ville,e,reverse_first,reverse+first_letter
vin,n,reverse_first,reverse+first_letter
vino,o,reverse_first,reverse+first_letter
violet,t,reverse_first,reverse+first_letter
voiture,e,reverse_first,reverse+first_letter
volcano,o,reverse_first,reverse+first_letter
wait,t,reverse_first,reverse+first_letter
walk,k,reverse_first,reverse+first_letter
wash,h,reverse_first,reverse+first_letter
watch,h,reverse_first,reverse+first_letter
water,r,reverse_first,reverse+first_letter
way,y,reverse_first,reverse+first_letter
weak,k,reverse_first,reverse+first_letter
week,k,reverse_first,reverse+first_letter
wharf,f,reverse_first,reverse+first_letter
whisper,r,reverse_first,reverse+first_letter
white,e,reverse_first,reverse+first_letter
wide,e,reverse_first,reverse+first_letter
wife,e,reverse_first,reverse+first_letter
window,w,reverse_first,reverse+first_letter
wine,e,reverse_first,reverse+first_letter
wolf,f,reverse_first,reverse+first_letter
woman,n,reverse_first,reverse+first_letter
word,d,reverse_first,reverse+first_letter
work,k,reverse_first,reverse+first_letter
worker,r,reverse_first,reverse+first_letter
world,d,reverse_first,reverse+first_letter
write,e,reverse_first,reverse+first_letter
writer,r,reverse_first,reverse+first_letter
year,r,reverse_first,reverse+first_letter
yellow,w,reverse_first,reverse+first_letter
yes,s,reverse_first,reverse+first_letter
yesterday,y,reverse_first,reverse+first_letter
young,g,reverse_first,reverse+first_letter
árbol,l,reverse_first,reverse+first_letter
école,e,reverse_first,reverse+first_letter
étoile,e,reverse_first,reverse+first_letter
étroit,t,reverse_first,reverse+first_letter
étudiant,t,reverse_first,reverse+first_letter
último,o,reverse_first,reverse+first_letter
œil,l,reverse_first,reverse+first_letter
Afghanistan,A,reverse_last,reverse+last_letter
Albania,A,reverse_last,reverse+last_letter
Algeria,A,reverse_last,reverse+last_letter
Andorra,A,reverse_last,reverse+last_letter
Angola,A,reverse_last,reverse+last_letter
Argentina,A,reverse_last,reverse+last_letter
Armenia,A,reverse_last,reverse+last_letter
Australia,A,reverse_last,reverse+last_letter
Austria,A,reverse_last,reverse+last_letter
Azerbaijan,A,reverse_last,reverse+last_letter
Bahamas,B,reverse_last,reverse+last_letter
Bahrain,B,reverse_last,reverse+last_letter
Bangladesh,B,reverse_last,reverse+last_letter
Barbados,B,reverse_last,reverse+last_letter
Belarus,B,reverse_last,reverse+last_letter
Belgium,B,reverse_last,reverse+last_letter
Belize,B,reverse_last,reverse+last_letter
Benin,B,reverse_last,reverse+last_letter
Bhutan,B,reverse_last,reverse+last_letter
Bolivia,B,reverse_last,reverse+last_letter
Botswana,B,reverse_last,reverse+last_letter
Brazil,B,reverse_last,reverse+last_letter
Brunei,B,reverse_last,reverse+last_letter
Bulgaria,B,reverse_last,reverse+last_letter
Burundi,B,reverse_last,reverse+last_letter
Cambodia,C,reverse_last,reverse+last_letter
Cameroon,C,reverse_last,reverse+last_letter
Canada,C,reverse_last,reverse+last_letter
Chad,C,reverse_last,reverse+last_letter
Chile,C,reverse_last,reverse+last_letter
China,C,reverse_last,reverse+last_letter
Colombia,C,reverse_last,reverse+last_letter
Comoros,C,reverse_last,reverse+last_letter
Congo,C,reverse_last,reverse+last_letter
Croatia,C,reverse_last,reverse+last_letter
Cuba,C,reverse_last,reverse+last_letter
Cyprus,C,reverse_last,reverse+last_letter
Denmark,D,reverse_last,reverse+last_letter
Djibouti,D,reverse_last,reverse+last_letter
Dominica,D,reverse_last,reverse+last_letter
Ecuador,E,reverse_last,reverse+last_letter
Egypt,E,reverse_last,reverse+last_letter
Eritrea,E,reverse_last,reverse+last_letter
Estonia,E,reverse_last,reverse+last_letter
Eswatini,E,reverse_last,reverse+last_letter
Ethiopia,E,reverse_last,reverse+last_letter
Fiji,F,reverse_last,reverse+last_letter
Finland,F,reverse_last,reverse+last_letter
France,F,reverse_last,reverse+last_letter
Gabon,G,reverse_last,reverse+last_letter
Gambia,G,reverse_last,reverse+last_letter
Georgia,G,reverse_last,reverse+last_letter
Germany,G,reverse_last,reverse+last_letter
Ghana,G,reverse_last,reverse+last_letter
Greece,G,reverse_last,reverse+last_letter
Grenada,G,reverse_last,reverse+last_letter
Guatemala,G,reverse_last,reverse+last_letter
Guinea,G,reverse_last,reverse+last_letter
Guyana,G,reverse_last,reverse+last_letter
Haiti,H,reverse_last,reverse+last_letter
Honduras,H,reverse_last,reverse+last_letter
Hungary,H,reverse_last,reverse+last_letter
Iceland,I,reverse_last,reverse+last_letter
India,I,reverse_last,reverse+last_letter
Indonesia,I,reverse_last,reverse+last_letter
Iran,I,reverse_last,reverse+last_letter
Iraq,I,reverse_last,reverse+last_letter
Ireland,I,reverse_last,reverse+last_letter
Israel,I,reverse_last,reverse+last_letter
Italy,I,reverse_last,reverse+last_letter
Jamaica,J,reverse_last,reverse+last_letter
Japan,J,reverse_last,reverse+last_letter
Jordan,J,reverse_last,reverse+last_letter
Kazakhstan,K,reverse_last,reverse+last_letter
Kenya,K,reverse_last,reverse+last_letter
Kiribati,K,reverse_last,reverse+last_letter
Kosovo,K,reverse_last,reverse+last_letter
Kuwait,K,reverse_last,reverse+last_letter
Kyrgyzstan,K,reverse_last,reverse+last_letter
Laos,L,reverse_last,reverse+last_letter
Latvia,L,reverse_last,reverse+last_letter
Lebanon,L,reverse_last,reverse+last_letter
Lesotho,L,reverse_last,reverse+last_letter
Liberia,L,reverse_last,reverse+last_letter
Libya,L,reverse_last,reverse+last_letter
Liechtenstein,L,reverse_last,reverse+last_letter
Lithuania,L,reverse_last,reverse+last_letter
Luxembourg,L,reverse_last,reverse+last_letter
Madagascar,M,reverse_last,reverse+last_letter
Malawi,M,reverse_last,reverse+last_letter
Malaysia,M,reverse_last,reverse+last_letter
Maldives,M,reverse_last,reverse+last_letter
Mali,M,reverse_last,reverse+last_letter
Malta,M,reverse_last,reverse+last_letter
Mauritania,M,reverse_last,reverse+last_letter
Mauritius,M,reverse_last,reverse+last_letter
Mexico,M,reverse_last,reverse+last_letter
Micronesia,M,reverse_last,reverse+last_letter
Moldova,M,reverse_last,reverse+last_letter
Monaco,M,reverse_last,reverse+last_letter
Mongolia,M,reverse_last,reverse+last_letter
Montenegro,M,reverse_last,reverse+last_letter
Morocco,M,reverse_last,reverse+last_letter
Mozambique,M,reverse_last,reverse+last_letter
Myanmar,M,reverse_last,reverse+last_letter
Namibia,N,reverse_last,reverse+last_letter
Nauru,N,reverse_last,reverse+last_letter
Nepal,N,reverse_last,reverse+last_letter
Netherlands,N,reverse_last,reverse+last_letter
Nicaragua,N,reverse_last,reverse+last_letter
Niger,N,reverse_last,reverse+last_letter
Nigeria,N,reverse_last,reverse+last_letter
Norway,N,reverse_last,reverse+last_letter
Oman,O,reverse_last,reverse+last_letter
Pakistan,P,reverse_last,reverse+last_letter
Palau,P,reverse_last,reverse+last_letter
Palestine,P,reverse_last,reverse+last_letter
Panama,P,reverse_last,reverse+last_letter
Paraguay,P,reverse_last,reverse+last_letter
Peru,P,reverse_last,reverse+last_letter
Philippines,P,reverse_last,reverse+last_letter
Poland,P,reverse_last,reverse+last_letter
Portugal,P,reverse_last,reverse+last_letter
Qatar,Q,reverse_last,reverse+last_letter
Romania,R,reverse_last,reverse+last_letter
Russia,R,reverse_last,reverse+last_letter
Rwanda,R,reverse_last,reverse+last_letter
Samoa,S,reverse_last,reverse+last_letter
Senegal,S,reverse_last,reverse+last_letter
Serbia,S,reverse_last,reverse+last_letter
Seychelles,S,reverse_last,reverse+last_letter
Singapore,S,reverse_last,reverse+last_letter
Slovakia,S,reverse_last,reverse+last_letter
Slovenia,S,reverse_last,reverse+last_letter
Somalia,S,reverse_last,reverse+last_letter
Spain,S,reverse_last,reverse+last_letter
Sudan,S,reverse_last,reverse+last_letter
Suriname,S,reverse_last,reverse+last_letter
Sweden,S,reverse_last,reverse+last_letter
Switzerland,S,reverse_last,reverse+last_letter
Syria,S,reverse_last,reverse+last_letter
Taiwan,T,reverse_last,reverse+last_letter
Tajikistan,T,reverse_last,reverse+last_letter
Tanzania,T,reverse_last,reverse+last_letter
Thailand,T,reverse_last,reverse+last_letter
Togo,T,reverse_last,reverse+last_letter
Tonga,T,reverse_last,reverse+last_letter
Tunisia,T,reverse_last,reverse+last_letter
Turkey,T,reverse_last,reverse+last_letter
Turkmenistan,T,reverse_last,reverse+last_letter
Tuvalu,T,reverse_last,reverse+last_letter
UAE,U,reverse_last,reverse+last_letter
Uganda,U,reverse_last,reverse+last_letter
Ukraine,U,reverse_last,reverse+last_letter
Uruguay,U,reverse_last,reverse+last_letter
Uzbekistan,U,reverse_last,reverse+last_letter
Vanuatu,V,reverse_last,reverse+last_letter
Venezuela,V,reverse_last,reverse+last_letter
Vietnam,V,reverse_last,reverse+last_letter
Yemen,Y,reverse_last,reverse+last_letter
Zambia,Z,reverse_last,reverse+last_letter
Zimbabwe,Z,reverse_last,reverse+last_letter
abajo,a,reverse_last,reverse+last_letter
abierto,a,reverse_last,reverse+last_letter
abogado,a,reverse_last,reverse+last_letter
abuela,a,reverse_last,reverse+last_letter
abuelo,a,reverse_last,reverse+last_letter
accelerate,a,reverse_last,reverse+last_letter
achieve,a,reverse_last,reverse+last_letter
activate,a,reverse_last,reverse+last_letter
actor,a,reverse_last,reverse+last_letter
actress,a,reverse_last,reverse+last_letter
adiós,a,reverse_last,reverse+last_letter
advertise,a,reverse_last,reverse+last_letter
agua,a,reverse_last,reverse+last_letter
alto,a,reverse_last,reverse+last_letter
amarillo,a,reverse_last,reverse+last_letter
ami,a,reverse_last,reverse+last_letter
amigo,a,reverse_last,reverse+last_letter
an,a,reverse_last,reverse+last_letter
analysis,a,reverse_last,reverse+last_letter
ancho,a,reverse_last,reverse+last_letter
anticipate,a,reverse_last,reverse+last_letter
apologize,a,reverse_last,reverse+last_letter
apple,a,reverse_last,reverse+last_letter
appreciate,a,reverse_last,reverse+last_letter
arbre,a,reverse_last,reverse+last_letter
argue,a,reverse_last,reverse+last_letter
arm,a,reverse_last,reverse+last_letter
arriba,a,reverse_last,reverse+last_letter
arrive,a,reverse_last,reverse+last_letter
artery,a,reverse_last,reverse+last_letter
artist,a,reverse_last,reverse+last_letter
artista,a,reverse_last,reverse+last_letter
artiste,a,reverse_last,reverse+last_letter
atrás,a,reverse_last,reverse+last_letter
aunt,a,reverse_last,reverse+last_letter
avocat,a,reverse_last,reverse+last_letter
axis,a,reverse_last,reverse+last_letter
ayer,a,reverse_last,reverse+last_letter
azul,a,reverse_last,reverse+last_letter
azúcar,a,reverse_last,reverse+last_letter
año,a,reverse_last,reverse+last_letter
baby,b,reverse_last,reverse+last_letter
back,b,reverse_last,reverse+last_letter
bad,b,reverse_last,reverse+last_letter
baile,b,reverse_last,reverse+last_letter
bajo,b,reverse_last,reverse+last_letter
bake,b,reverse_last,reverse+last_letter
baker,b,reverse_last,reverse+last_letter
ball,b,reverse_last,reverse+last_letter
balle,b,reverse_last,reverse+last_letter
banana,b,reverse_last,reverse+last_letter
bas,b,reverse_last,reverse+last_letter
basis,b,reverse_last,reverse+last_letter
bay,b,reverse_last,reverse+last_letter
beach,b,reverse_last,reverse+last_letter
beau,b,reverse_last,reverse+last_letter
beautiful,b,reverse_last,reverse+last_letter
bebé,b,reverse_last,reverse+last_letter
begin,b,reverse_last,reverse+last_letter
belief,b,reverse_last,reverse+last_letter
believe,b,reverse_last,reverse+last_letter
bend,b,reverse_last,reverse+last_letter
berry,b,reverse_last,reverse+last_letter
big,b,reverse_last,reverse+last_letter
bike,b,reverse_last,reverse+last_letter
bird,b,reverse_last,reverse+last_letter
black,b,reverse_last,reverse+last_letter
blanc,b,reverse_last,reverse+last_letter
blanco,b,reverse_last,reverse+last_letter
bleu,b,reverse_last,reverse+last_letter
blue,b,reverse_last,reverse+last_letter
boca,b,reverse_last,reverse+last_letter
body,b,reverse_last,reverse+last_letter
bon,b,reverse_last,reverse+last_letter
bone,b,reverse_last,reverse+last_letter
bonjour,b,reverse_last,reverse+last_letter
bonsoir,b,reverse_last,reverse+last_letter
book,b,reverse_last,reverse+last_letter
bouche,b,reverse_last,reverse+last_letter
box,b,reverse_last,reverse+last_letter
boy,b,reverse_last,reverse+last_letter
brain,b,reverse_last,reverse+last_letter
bread,b,reverse_last,reverse+last_letter
brother,b,reverse_last,reverse+last_letter
brown,b,reverse_last,reverse+last_letter
brush,b,reverse_last,reverse+last_letter
bueno,b,reverse_last,reverse+last_letter
build,b,reverse_last,reverse+last_letter
builder,b,reverse_last,reverse+last_letter
bus,b,reverse_last,reverse+last_letter
butcher,b,reverse_last,reverse+last_letter
butterfly,b,reverse_last,reverse+last_letter
bébé,b,reverse_last,reverse+last_letter
caballo,c,reverse_last,reverse+last_letter
cabeza,c,reverse_last,reverse+last_letter
café,c,reverse_last,reverse+last_letter
calculate,c,reverse_last,reverse+last_letter
calf,c,reverse_last,reverse+last_letter
caliente,c,reverse_last,reverse+last_letter
calle,c,reverse_last,reverse+last_letter
camp,c,reverse_last,reverse+last_letter
canción,c,reverse_last,reverse+last_letter
cantante,c,reverse_last,reverse+last_letter
car,c,reverse_last,reverse+last_letter
care,c,reverse_last,reverse+last_letter
cargo,c,reverse_last,reverse+last_letter
carry,c,reverse_last,reverse+last_letter
carta,c,reverse_last,reverse+last_letter
casa,c,reverse_last,reverse+last_letter
cat,c,reverse_last,reverse+last_letter
catch,c,reverse_last,reverse+last_letter
celebrate,c,reverse_last,reverse+last_letter
cent,c,reverse_last,reverse+last_letter
cerca,c,reverse_last,reverse+last_letter
cerebro,c,reverse_last,reverse+last_letter
cerrado,c,reverse_last,reverse+last_letter
cerveau,c,reverse_last,reverse+last_letter
chair,c,reverse_last,reverse+last_letter
chaise,c,reverse_last,reverse+last_letter
change,c,reverse_last,reverse+last_letter
chanson,c,reverse_last,reverse+last_letter
chat,c,reverse_last,reverse+last_letter
chaud,c,reverse_last,reverse+last_letter
cheese,c,reverse_last,reverse+last_letter
chef,c,reverse_last,reverse+last_letter
cheval,c,reverse_last,reverse+last_letter
chief,c,reverse_last,reverse+last_letter
chien,c,reverse_last,reverse+last_letter
child,c,reverse_last,reverse+last_letter
church,c,reverse_last,reverse+last_letter
cien,c,reverse_last,reverse+last_letter
cinco,c,reverse_last,reverse+last_letter
cinq,c,reverse_last,reverse+last_letter
city,c,reverse_last,reverse+last_letter
ciudad,c,reverse_last,reverse+last_letter
class,c,reverse_last,reverse+last_letter
